	7.405e+01 		 10 
	7.406e+01 		 10 
	7.406e+01 		 10 
	7.406e+01 		 10 
	7.407e+01 		 10 
	7.407e+01 		 10 
	7.407e+01 		 10 
	7.407e+01 		 10 
	7.407e+01 		 10 
	7.407e+01 		 10 
	7.407e+01 		 10 
	7.408e+01 		 10 
	7.408e+01 		 10 
	7.408e+01 		 10 
	7.408e+01 		 10 
	7.408e+01 		 10 
	7.409e+01 		 10 
	7.409e+01 		 10 
	7.409e+01 		 10 
	7.409e+01 		 10 
	7.409e+01 		 10 
	7.409e+01 		 10 
	7.409e+01 		 10 
	7.409e+01 		 10 
	7.409e+01 		 10 
	7.409e+01 		 10 
	7.409e+01 		 10 
	7.409e+01 		 10 
	7.409e+01 		 10 
	7.410e+01 		 10 
	7.410e+01 		 10 
	7.410e+01 		 10 
	7.410e+01 		 10 
	7.410e+01 		 10 
	7.410e+01 		 10 
	7.411e+01 		 10 
	7.411e+01 		 10 
	7.411e+01 		 10 
	7.411e+01 		 10 
	7.411e+01 		 10 
	7.411e+01 		 10 
	7.411e+01 		 10 
	7.411e+01 		 10 
	7.411e+01 		 10 
	7.411e+01 		 10 
	7.411e+01 		 10 
	7.411e+01 		 10 
	7.411e+01 		 10 
	7.411e+01 		 10 
	7.412e+01 		 10 
	7.412e+01 		 10 
	7.412e+01 		 10 
	7.412e+01 		 10 
	7.412e+01 		 10 
	7.823e+02 		 10 
	7.823e+02 		 10 
	7.823e+02 		 10 
	7.823e+02 		 10 
	7.823e+02 		 10 
	7.823e+02 		 10 
	7.823e+02 		 10 
	7.823e+02 		 10 
	7.823e+02 		 10 
	7.823e+02 		 10 
	7.823e+02 		 10 
	7.823e+02 		 10 
	7.823e+02 		 10 
	7.823e+02 		 10 
	7.823e+02 		 10 
	7.823e+02 		 10 
	7.823e+02 		 10 
	7.823e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	7.824e+02 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.328e+03 		 10 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
	1.818e+03 		 11 
